ACCIONA,115.000,117.600,111.500,15:48
ACCIONA ENER,20.280,20.820,19.700,15:48
ACERINOX,10.160,10.280,10.150,15:48
ACS,37.980,38.200,37.640,15:48
AENA,173.400,174.500,172.100,15:48
AMADEUS IT GROUP,59.940,61.140,59.760,15:48
ARCELORMITTAL,24.430,24.680,24.180,15:48
BANCO SABADELL,1.865,1.886,1.828,15:48
BANKINTER,7.376,7.580,7.352,15:48
BBVA,9.836,9.964,9.728,15:48
CAIXABANK,4.794,4.987,4.783,15:48
CELLNEX TELECOM,33.030,33.240,31.690,15:48
COLONIAL,5.690,5.830,5.605,15:48
ENAGAS,14.040,14.150,13.750,15:48
ENDESA,17.300,17.535,17.195,15:48
FERROVIAL,34.580,34.620,34.080,15:48
FLUIDRA,20.460,20.620,19.980,15:48
GRIFOLS,8.986,9.020,8.718,15:48
IAG,2.111,2.114,2.075,15:48
IBERDROLA,11.605,11.695,11.505,15:48
INDITEX,42.700,42.860,42.360,15:48
INDRA,18.050,18.170,17.970,15:48
LOGISTA,25.840,25.880,25.660,15:48
MAPFRE,2.252,2.270,2.252,15:48
MELIÁ HOTELS,7.470,7.475,7.310,15:48
MERLIN PROP,10.790,11.030,10.710,15:48
NATURGY,24.100,24.340,23.860,15:48
REDEIA,15.910,16.070,15.780,15:48
REPSOL,14.345,14.485,14.345,15:48
ROVI,82.700,82.750,81.350,15:48
SACYR,3.410,3.436,3.324,15:48
SANTANDER,4.543,4.600,4.532,15:48
SOLARIA,10.270,10.630,9.880,15:48
TELEFÓNICA,4.264,4.279,4.228,15:48
UNICAJA BANCO,1.265,1.297,1.261,15:48
ACCIONA,114.600,117.600,111.500,16:48
ACCIONA ENER,20.200,20.820,19.700,16:48
ACERINOX,10.160,10.280,10.140,16:48
ACS,37.760,38.200,37.640,16:48
AENA,172.800,174.500,172.100,16:48
AMADEUS IT GROUP,59.660,61.140,59.440,16:48
ARCELORMITTAL,24.420,24.680,24.180,16:48
BANCO SABADELL,1.877,1.886,1.828,16:48
BANKINTER,7.384,7.580,7.332,16:48
BBVA,9.816,9.964,9.728,16:48
CAIXABANK,4.778,4.987,4.754,16:48
CELLNEX TELECOM,32.820,33.240,31.690,16:48
COLONIAL,5.660,5.830,5.605,16:48
ENAGAS,14.060,14.150,13.750,16:48
ENDESA,17.230,17.535,17.185,16:48
FERROVIAL,34.300,34.620,34.080,16:48
FLUIDRA,20.480,20.620,19.980,16:48
GRIFOLS,8.872,9.020,8.718,16:48
IAG,2.084,2.114,2.075,16:48
IBERDROLA,11.535,11.695,11.505,16:48
INDITEX,42.630,42.880,42.360,16:48
INDRA,18.050,18.170,17.970,16:48
LOGISTA,25.760,25.880,25.660,16:48
MAPFRE,2.256,2.270,2.246,16:48
MELIÁ HOTELS,7.455,7.490,7.310,16:48
MERLIN PROP,10.770,11.030,10.710,16:48
NATURGY,24.040,24.340,23.860,16:48
REDEIA,15.870,16.070,15.780,16:48
REPSOL,14.400,14.485,14.310,16:48
ROVI,83.050,83.300,81.350,16:48
SACYR,3.406,3.436,3.324,16:48
SANTANDER,4.531,4.600,4.514,16:48
SOLARIA,10.280,10.630,9.880,16:48
TELEFÓNICA,4.258,4.279,4.228,16:48
UNICAJA BANCO,1.270,1.297,1.261,16:48
ACCIONA,113.900,117.600,111.500,17:48
ACCIONA ENER,20.160,20.820,19.700,17:48
ACERINOX,10.170,10.280,10.140,17:48
ACS,37.680,38.200,37.640,17:48
AENA,172.400,174.500,172.100,17:48
AMADEUS IT GROUP,59.640,61.140,59.440,17:48
ARCELORMITTAL,24.330,24.680,24.180,17:48
BANCO SABADELL,1.883,1.897,1.828,17:48
BANKINTER,7.380,7.580,7.332,17:48
BBVA,9.836,9.964,9.728,17:48
CAIXABANK,4.764,4.987,4.746,17:48
CELLNEX TELECOM,32.800,33.240,31.690,17:48
COLONIAL,5.645,5.830,5.605,17:48
ENAGAS,14.050,14.150,13.750,17:48
ENDESA,17.260,17.535,17.160,17:48
FERROVIAL,34.220,34.620,34.080,17:48
FLUIDRA,20.380,20.620,19.980,17:48
GRIFOLS,8.890,9.020,8.718,17:48
IAG,2.082,2.114,2.075,17:48
IBERDROLA,11.560,11.695,11.505,17:48
INDITEX,42.700,42.880,42.360,17:48
INDRA,17.910,18.170,17.910,17:48
LOGISTA,25.620,25.880,25.620,17:48
MAPFRE,2.242,2.270,2.242,17:48
MELIÁ HOTELS,7.450,7.490,7.310,17:48
MERLIN PROP,10.720,11.030,10.710,17:48
NATURGY,24.000,24.340,23.860,17:48
REDEIA,15.920,16.070,15.780,17:48
REPSOL,14.390,14.485,14.310,17:48
ROVI,82.600,83.300,81.350,17:48
SACYR,3.410,3.436,3.324,17:48
SANTANDER,4.523,4.600,4.514,17:48
SOLARIA,10.300,10.630,9.880,17:48
TELEFÓNICA,4.263,4.279,4.228,17:48
UNICAJA BANCO,1.270,1.297,1.258,17:48
