ACCIONA,114.400,114.900,113.500,12:25
ACCIONA ENER,20.320,20.320,20.040,12:25
ACERINOX,10.260,10.280,10.210,12:25
ACS,38.480,38.480,37.920,12:25
AENA,172.900,173.900,172.100,12:25
AMADEUS IT GROUP,59.580,59.580,59.040,12:25
ARCELORMITTAL,24.660,24.680,24.380,12:25
BANCO SABADELL,1.901,1.931,1.893,12:25
BANKINTER,7.416,7.426,7.362,12:25
BBVA,9.790,9.890,9.728,12:25
CAIXABANK,4.845,4.846,4.780,12:25
CELLNEX TELECOM,32.620,32.870,32.340,12:25
COLONIAL,5.635,5.655,5.625,12:25
ENAGAS,14.040,14.150,14.000,12:25
ENDESA,17.300,17.375,17.240,12:25
FERROVIAL,35.080,35.180,34.480,12:25
FLUIDRA,20.620,20.680,20.400,12:25
GRIFOLS,9.564,9.646,8.950,12:25
IAG,2.112,2.117,2.085,12:25
IBERDROLA,11.655,11.660,11.580,12:25
INDITEX,42.930,42.940,42.350,12:25
INDRA,19.040,20.040,18.450,12:25
LOGISTA,25.660,25.780,25.660,12:25
MAPFRE,2.274,2.276,2.252,12:25
MELIÁ HOTELS,7.495,7.495,7.450,12:25
MERLIN PROP,10.710,10.780,10.650,12:25
NATURGY,24.020,24.160,23.940,12:25
REDEIA,15.960,16.000,15.910,12:25
REPSOL,14.505,14.520,14.440,12:25
ROVI,84.450,85.350,84.000,12:25
SACYR,3.412,3.424,3.380,12:25
SANTANDER,4.543,4.553,4.504,12:25
SOLARIA,10.370,10.460,10.220,12:25
TELEFÓNICA,4.285,4.289,4.254,12:25
UNICAJA BANCO,1.278,1.282,1.272,12:25
ACCIONA,114.700,114.900,113.500,13:25
ACCIONA ENER,20.320,20.360,20.040,13:25
ACERINOX,10.280,10.290,10.210,13:25
ACS,38.400,38.520,37.920,13:25
AENA,173.300,173.900,172.100,13:25
AMADEUS IT GROUP,59.480,59.620,59.040,13:25
ARCELORMITTAL,24.660,24.690,24.380,13:25
BANCO SABADELL,1.893,1.931,1.883,13:25
BANKINTER,7.444,7.446,7.362,13:25
BBVA,9.788,9.890,9.728,13:25
CAIXABANK,4.858,4.862,4.780,13:25
CELLNEX TELECOM,32.710,32.870,32.340,13:25
